Column 1	Column 2	Centroid	Distance_to_nearest_centroid
1.096131182	2.609942977	5	1.2992070228678978
1.111370375	2.650421787	5	1.3415933796335162
1.111370375	2.650421787	5	1.3415933796335162
1.107560577	2.646373906	5	1.3361434856413963
1.115180173	2.646373906	5	1.3401836178393216
1.107560577	2.646373906	5	1.3361434856413963
1.111370375	2.650421787	5	1.3415933796335162
1.111370375	2.650421787	5	1.3415933796335162
-1.517390359	3.909312755	9	0.45247009709487707
0.482753678	-1.045293501	4	0.757437635231125
0.261785384	-0.03737115	7	0.4993947721940901
0.924690265	1.39962658	5	0.534753039587142
-0.58018001	-0.134520292	7	0.641736334504928
-0.012520084	0.756013512	7	0.466541352557691
-0.1877708	0.173118658	7	0.1496192836763014
2.044770925	1.593924864	3	0.20863467697852758
-0.065857258	-0.875282502	4	0.18312069535302034
-0.351592121	-1.021006216	4	0.22469872709500358
0.318932356	-0.438111362	4	0.6812825275208206
0.318932356	-0.438111362	4	0.6812825275208206
0.970407843	1.642499435	5	0.5833972442941459
1.526638375	2.92567769	3	1.5554667238298876
1.526638375	2.92567769	3	1.5554667238298876
1.111370375	-0.616218123	2	0.6040896718720721
-0.507793845	1.391530818	5	0.9175486524625014
0.08272487	2.524937478	5	1.062195087730188
0.53990065	2.18491548	5	0.6871183338641027
2.101917898	0.513140656	3	0.9260772800691305
0.802776723	1.294381675	5	0.4561009147451078
1.18375654	-0.838851574	2	0.8301055432896086
-0.450646873	0.768157155	7	0.5813063605445277
1.035174411	1.391530818	5	0.6446576810553949
0.962788246	1.699169768	5	0.5914133203892334
1.035174411	1.233663462	5	0.691724052154244
0.962788246	2.018952362	5	0.7562135645820607
1.111370375	2.018952362	5	0.872141195300838
0.661814191	0.169070777	2	0.48235347101798604
2.098108099	0.513140656	3	0.925361319999379
1.385675843	0.614337679	2	0.68491310860875
-0.911632451	-0.725510908	4	0.6770570477367612
1.111370375	2.018952362	5	0.872141195300838
0.570379035	-0.794324884	4	0.812863592650446
-2.031713111	-1.276022714	1	1.1183532940750993
0.863733494	0.343129657	2	0.43161098389724084
1.004696026	1.933946862	5	0.7359605527922485
1.210425127	2.585655692	5	1.3442313064545113
-0.233488377	-2.178700161	4	1.3538304006978203
2.101917898	0.513140656	3	0.9260772800691305
-0.229678579	-2.138221352	4	1.3133823524442076
-0.881154066	-2.878983562	1	1.1108238005504378
-0.884963864	-2.903270847	1	1.11849567250149
-0.157292414	0.92197663	7	0.6248147288623607
1.55711676	1.391530818	3	0.37021581751292915
0.360840136	2.634230263	5	1.1231680194839402
0.360840136	2.634230263	5	1.1231680194839402
-0.431597882	0.088113159	7	0.38703669458779655
-0.446837075	0.084065278	7	0.4020480273755902
-0.385880304	0.104304682	7	0.34007524711738546
-0.534462433	-1.78200783	4	1.0008248496522507
0.478943879	-1.611996831	4	1.0673131494977859
2.254309824	-0.365249505	2	1.198664969046447
0.787537531	-0.846947336	2	0.8945095508891154
-1.326900451	3.148311141	9	1.232697546668015
0.646574999	-0.021179626	2	0.462350941576797
1.907618191	0.683151655	3	0.7394426866408688
1.107560577	1.156753724	5	0.7900071053325141
-0.454456671	-1.045293501	4	0.3061884857678992
-0.443027277	-1.04124562	4	0.29539050068487377
1.355197457	0.926024511	3	0.7564535616200682
1.355197457	0.926024511	3	0.7564535616200682
-0.980208818	0.379560586	7	0.8767268417013403
-0.991638212	0.403847871	7	0.8906355272494036
-2.496508487	4.682458013	9	0.9993561298577106
1.850471219	-0.624313885	2	0.9616575086881363
-2.496508487	4.682458013	9	0.9993561298577106
-0.081096451	-0.308579172	4	0.5407807747369743
2.239070632	0.347177538	3	1.1198265929057933
2.216211843	0.335033895	3	1.125381826263967
2.204782448	0.326938134	3	1.1303331964290335
0.170350228	-1.033149858	4	0.46187417750836424
0.197018815	-1.033149858	4	0.48582685919126556
0.444655696	1.209376176	5	0.3054506291304889
-0.618277992	1.909659577	5	1.094951288046519
-0.728762139	1.606068507	5	1.1345214630210572
1.118989971	0.824827488	2	0.8370228233961905
0.943739255	1.351052008	5	0.5652445591058681
-0.305874543	0.286459324	7	0.19910605429206102
0.471324283	0.233836872	7	0.582177337089926
0.901831476	0.302650848	2	0.37675034170271005
-0.8087679	-1.12625112	4	0.6419839618067603
0.254165788	0.403847871	7	0.37619610179373936
0.802776723	1.164849486	5	0.5302214156990385
-0.069667056	0.31074661	7	0.039252270678713896
0.334171549	0.270267801	7	0.442292172713337
-0.012520084	0.294555086	7	0.09476754954391575
0.12463265	0.432183038	7	0.2672561721770813
0.086534668	0.047634349	7	0.31748415650525685
1.019935219	0.666960132	2	0.68488840054166
1.111370375	1.015077891	5	0.8661299551587737
-1.422145405	-2.065359495	1	0.5536066283646581
1.050413604	-1.539134975	4	1.4765623367871483
1.568546155	3.087592927	3	1.7031710130491464
1.55711676	3.05925776	3	1.6779535132489838
1.496159989	3.043066237	3	1.6767456014824706
1.762845861	0.229788991	2	0.6973188877741917
1.065652797	1.310573199	5	0.6936482861839394
-0.782099313	-0.320722815	4	0.7389151560042331
-1.898370176	-0.320722815	0	0.22271857293249092
3.092465421	1.156753724	3	1.1962786811223527
0.440845898	-0.073802078	7	0.6629018482252529
1.157087953	1.063652463	3	0.84851130305031
2.372413567	0.719582584	3	0.8325541320774928
0.117013054	0.116448325	7	0.2892219783965819
1.355197457	0.059777992	2	0.2566409118632563
-2.530796671	4.633883442	9	1.017770811664749
-0.755430726	1.1405622	7	1.0621524007926924
0.265595182	-0.235717316	7	0.6519720234478591
0.109393457	-0.195238506	7	0.5397654457564225
-1.582156928	-0.150711816	0	0.14856024827081718
2.402891953	2.367070122	3	1.0582297157510248
-0.069667056	-0.25595672	7	0.5563975500372307
0.002719109	-0.490733814	4	0.4141346157267959
0.760868944	0.849114773	5	0.7537040785246687
2.738154191	1.120322796	3	0.8664574321003231
0.139871843	1.962282029	5	0.5211047450724308
1.332338668	1.808462553	3	0.7082092584511445
3.702033127	0.735774107	6	0.7821484464373666
3.709652723	0.735774107	6	0.7768240968495012
1.522828577	0.464566085	2	0.6313726348656641
0.551330044	1.383435056	5	0.19704942962092412
1.218044723	0.403847871	2	0.4300778405085703
3.667744943	-0.757893955	6	1.1026623513256464
1.2675721	1.310573199	3	0.6678964296788353
1.263762301	1.310573199	3	0.6716527854794014
0.212258008	0.513140656	7	0.38447191357359123
0.044626889	0.148831373	7	0.21365169999661282
-0.298254946	-0.640505408	4	0.1928073753930992
0.391318522	-0.709319384	4	0.6436890897082236
3.267716136	0.853162654	6	1.1922738239506985
3.267716136	0.853162654	6	1.1922738239506985
-1.018306799	-1.122203239	4	0.8313750187736031
-1.014497001	-0.264052482	0	0.7192274773239793
1.652361714	2.816384905	3	1.4206321358050216
-2.126958065	-2.194891685	1	0.3144279270556653
0.2274972	-0.264052482	7	0.6551570890259264
0.349410742	-2.065359495	4	1.3741940939139916
0.35322054	-2.065359495	4	1.3758377606026826
-0.858295277	-2.162508638	1	1.040705003739847
1.050413604	0.290507205	2	0.308228647780083
4.349698815	0.715534703	6	0.5464312610644798
-2.36697535	-1.421746428	1	1.0800451215025137
-0.241107974	0.881497821	7	0.597526359131792
-0.20681979	0.889593583	7	0.5987679198953367
0.147491439	4.010509779	9	1.7336122108902103
0.147491439	4.010509779	9	1.7336122108902103
-0.06204746	-0.535260504	4	0.3409384667273852
-0.077286653	-0.535260504	4	0.33315066719618514
-0.119194433	-0.608122361	4	0.2490979162432129
